Gender,Age Range,Skin Type,Skin Concern,Skin Sensitivity,Allergic Issue,Recommended Products
Female,Above 18,Oily,Blackheads,Moderate Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Blackheads,Moderate Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Blackheads,Moderate Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Blackheads,Moderate Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Uneven Skin Tone,Mild Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Uneven Skin Tone,Mild Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Uneven Skin Tone,Mild Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Uneven Skin Tone,Mild Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Uneven Skin Tone,Severe Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Uneven Skin Tone,Severe Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Uneven Skin Tone,Severe Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Uneven Skin Tone,Severe Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Uneven Skin Tone,Moderate Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Uneven Skin Tone,Moderate Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Uneven Skin Tone,Moderate Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Uneven Skin Tone,Moderate Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dullness,Mild Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dullness,Mild Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dullness,Mild Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dullness,Mild Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dullness,Severe Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dullness,Severe Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dullness,Severe Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dullness,Severe Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dullness,Moderate Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dullness,Moderate Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dullness,Moderate Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dullness,Moderate Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dryness,Mild Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dryness,Mild Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dryness,Mild Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dryness,Mild Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dryness,Severe Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dryness,Severe Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dryness,Severe Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dryness,Severe Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dryness,Moderate Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dryness,Moderate Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dryness,Moderate Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Dryness,Moderate Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Other,Mild Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Other,Mild Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Other,Mild Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Other,Mild Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Other,Severe Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Other,Severe Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Other,Severe Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Other,Severe Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Other,Moderate Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Other,Moderate Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Other,Moderate Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Oily,Other,Moderate Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Rosacea,Mild Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Rosacea,Mild Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Rosacea,Mild Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Rosacea,Mild Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Rosacea,Severe Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Rosacea,Severe Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Rosacea,Severe Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Rosacea,Severe Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Rosacea,Moderate Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Rosacea,Moderate Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Rosacea,Moderate Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Rosacea,Moderate Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Blemishes,Mild Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Blemishes,Mild Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Blemishes,Mild Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Blemishes,Mild Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Blemishes,Severe Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Blemishes,Severe Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Blemishes,Severe Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Blemishes,Severe Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Blemishes,Moderate Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Blemishes,Moderate Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Blemishes,Moderate Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Blemishes,Moderate Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Hyperpigmentation,Mild Sensitivity,Contact Dermatitis,"Serum: SkinCeuticals C E Ferulic Serum (AM daily before moisturizing), Moisturizer: Neutrogena Hydro Boost Water Gel (AM & PM daily), Sunscreen: Supergoop! Unseen Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Hyperpigmentation,Mild Sensitivity,Eczema,"Serum: SkinCeuticals C E Ferulic Serum (AM daily before moisturizing), Moisturizer: Neutrogena Hydro Boost Water Gel (AM & PM daily), Sunscreen: Supergoop! Unseen Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Hyperpigmentation,Mild Sensitivity,Rosacea,"Serum: SkinCeuticals C E Ferulic Serum (AM daily before moisturizing), Moisturizer: Neutrogena Hydro Boost Water Gel (AM & PM daily), Sunscreen: Supergoop! Unseen Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Hyperpigmentation,Mild Sensitivity,Hives,"Serum: SkinCeuticals C E Ferulic Serum (AM daily before moisturizing), Moisturizer: Neutrogena Hydro Boost Water Gel (AM & PM daily), Sunscreen: Supergoop! Unseen Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Hyperpigmentation,Severe Sensitivity,Contact Dermatitis,"Serum: SkinCeuticals C E Ferulic Serum (AM daily before moisturizing), Moisturizer: Neutrogena Hydro Boost Water Gel (AM & PM daily), Sunscreen: Supergoop! Unseen Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Hyperpigmentation,Severe Sensitivity,Eczema,"Serum: SkinCeuticals C E Ferulic Serum (AM daily before moisturizing), Moisturizer: Neutrogena Hydro Boost Water Gel (AM & PM daily), Sunscreen: Supergoop! Unseen Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Hyperpigmentation,Severe Sensitivity,Rosacea,"Serum: SkinCeuticals C E Ferulic Serum (AM daily before moisturizing), Moisturizer: Neutrogena Hydro Boost Water Gel (AM & PM daily), Sunscreen: Supergoop! Unseen Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Hyperpigmentation,Severe Sensitivity,Hives,"Serum: SkinCeuticals C E Ferulic Serum (AM daily before moisturizing), Moisturizer: Neutrogena Hydro Boost Water Gel (AM & PM daily), Sunscreen: Supergoop! Unseen Sunscreen SPF 50 (AM daily)"
Female,Above 18,Combination,Hyperpigmentation,Moderate Sensitivity,Contact Dermatitis,"Serum: SkinCeuticals C E Ferulic Serum (AM daily before moisturizing), Moisturizer: Neutrogena Hydro Boost Water Gel (AM & PM daily), Sunscreen: Supergoop! Unseen Sunscreen SPF 50 (AM daily)"
